Number of Colors,Delta E,Colors
0,0,
2,99.9937468777,'#ffffff','#000000'
3,57.9699752202,'#ffffff','#6101ff','#000000'
4,49.5751447796,'#ffffff','#0000fe','#000000','#db0000'
5,44.9409897533,'#ffffff','#0000c4','#009b02','#000000','#f40097'
6,41.5551157851,'#ffffff','#830010','#0600fc','#00ac00','#fe16fe','#000000'
7,35.8799616337,'#ffffff','#0001ce','#fe6100','#000000','#02d002','#d001fe','#005900'
8,34.635652354,'#ffffff','#1800b4','#00db01','#f901fe','#006400','#000000','#fe7201','#02a5fb'
9,33.3916779657,'#ffffff','#8f0153','#0baafe','#000000','#fd7a02','#0000dd','#027600','#fe31fe','#07e804'
10,30.8172214387,'#ffffff','#ae0149','#03f500','#ff60f9','#1f7b00','#6c01fe','#f58e00','#000000','#03b3f2','#002c59'
11,29.0313639594,'#ffffff','#ca0954','#000000','#00add2','#500000','#03fe19','#fe84fe','#046c04','#8a03fe','#f49902','#000095'
12,27.5405388373,'#ffffff','#33005f','#fe9d10','#024c00','#8cfe00','#b33500','#0000fd','#fe86fe','#15a402','#a301c3','#000000','#03c3f6'
13,26.7741494921,'#ffffff','#7b0148','#00c7f3','#000160','#04a00e','#aa03ea','#4afe04','#0000f9','#f80048','#000000','#ff90fd','#014a00','#f4a901'
14,25.7694171941,'#ffffff','#f50259','#0902fe','#07aa00','#ad01ee','#95fe31','#447498','#000000','#fe92ff','#000068','#ffa01b','#760047','#05cdfe','#034100'
15,24.7430092752,'#ffffff','#005c03','#fdaa01','#c901fe','#3b0b00','#00d2fe','#7d017a','#02ac08','#0a50fe','#fd001f','#89fe00','#000083','#fe97e8','#000000','#857c8b'
16,24.2907327821,'#ffffff','#b616fd','#3c0000','#eb9ffe','#025301','#ffae1e','#2d02fe','#a96200','#000076','#00d5e2','#8a0268','#000000','#067fad','#77fe0e','#fe0383','#04ac02'
17,23.4939607168,'#ffffff','#db01fe','#feb23c','#7d0001','#05d9e2','#7802a1','#00b301','#fe006e','#000cfe','#fe9cf0','#002a00','#6986fc','#000000','#006279','#91fe19','#000078','#a86c04'
18,22.5187669839,'#ffffff','#038503','#fe9ed9','#013800','#fe0e69','#0401fe','#9a4903','#14dae9','#5e013a','#f205fe','#d89905','#8803bc','#03d20b','#000000','#7a85fe','#00007c','#e3fe01','#1d608c'
19,22.0663844486,'#ffffff','#fc02c4','#0ce1e9','#8f3c00','#fda5fc','#330014','#fe331d','#01d303','#71017a','#e4fe0c','#046493','#000000','#1100fe','#dead5b','#00007e','#2f8501','#9a02fe','#004201','#6b93fe'
20,21.5639032457,'#ffffff','#1c88ff','#000046','#9c8784','#000000','#00617e','#ecfe0f','#bb0086','#01d70b','#023400','#fe26fe','#068a03','#57017d','#ffa600','#8f09fe','#09e0e7','#802602','#e3aafd','#0300e4','#ff2c00'
21,21.0980733317,'#ffffff','#00006d','#919a9b','#001e00','#0282fe','#64001d','#fd03f5','#02eae4','#455085','#18ea03','#b00080','#009f06','#9102fe','#ffa701','#0104ee','#fe5671','#000000','#9d5100','#fefe14','#025b00','#ffa8fe'
22,20.5919248301,'#ffffff','#5b0027','#0ca6fe','#001c00','#bd018a','#13ebe2','#8a52fe','#fea70f','#03699a','#ffaafd','#005500','#fefe0f','#fe0803','#0300fe','#000000','#b48493','#010168','#fe2bfd','#549809','#60029f','#0ee900','#944601'
23,20.2021562982,'#ffffff','#fc0257','#008201','#fe18fe','#2e0000','#b072ba','#000000','#10aab9','#810004','#fee41e','#3f617c','#05f3dc','#0300cc','#a8620f','#00005c','#90b403','#6c0085','#fea8fd','#004000','#09fe00','#0070ff','#ff9355','#9800fe'
24,19.7525066391,'#ffffff','#325f7d','#feaefd','#7c2901','#000000','#12afbe','#540184','#fe9f60','#9604fc','#03f8df','#ad007d','#1ffe09','#004002','#ae78c1','#000052','#fe0041','#0378fe','#ffeb2d','#350000','#86b500','#fd06f8','#047e03','#0300e2','#ae6d06'
25,19.357111619,'#ffffff','#5e05a0','#16b6bd','#001800','#fe9665','#9a32fe','#000000','#b07fb7','#07fe03','#bb018c','#9fb909','#490032','#fe38ef','#ffef2d','#970201','#0480fe','#fe0c36','#008d05','#0100f7','#ab6d03','#000071','#feaffe','#064f02','#07fde0','#496281'
26,19.1165721891,'#ffffff','#015c7f','#000000','#009c9b','#2a0002','#e801fb','#03fde2','#9e5c13','#0300f6','#ff92fd','#000057','#a774b4','#fefe23','#fe0e80','#067400','#8704f9','#0db800','#760a01','#c2c26b','#a2017c','#00fe09','#047cfd','#fe7101','#4f0096','#84befe','#003a08'
27,18.8512054365,'#ffffff','#097ffe','#df0500','#16fee2','#215c84','#fd8cfe','#350000','#6501f7','#ff8173','#500165','#04ba00','#fe0ca3','#099e9c','#feff04','#a67a0c','#0000af','#c4c463','#013c01','#c502fd','#7d3201','#000000','#047600','#0dfe0f','#a50179','#88bffe','#000047','#a673b2'
28,18.449613254,'#ffffff','#1278fe','#270009','#01fedd','#56015c','#bfc202','#fe0596','#0e5175','#d8babe','#722f01','#0dfe00','#d301fe','#006c04','#7401ef','#003502','#fe7042','#000000','#008f94','#00005d','#9c7406','#0200c5','#cc0111','#00c1ff','#a30f90','#08a903','#fe82fe','#fefe14','#ab76ac'
29,18.1632382291,'#ffffff','#4c5594','#c0c10d','#a60785','#000000','#069293','#d910fe','#9c7407','#7e03e6','#380000','#09c3fe','#d20000','#0204fe','#772900','#d7bcc0','#003e3a','#fe1d96','#33fedc','#026d00','#09fd00','#000494','#fdfe42','#a776af','#000037','#fe86fe','#00ab00','#570161','#fe743c','#317efe'
30,17.8181110075,'#ffffff','#058790','#fcfe13','#82523b','#000000','#b2860f','#0002ce','#fe01a4','#006200','#c4c1dd','#580170','#fe7e7f','#004c71','#fdb612','#00006a','#a273be','#210017','#71cc7e','#cc00fe','#002e00','#10fefc','#a90276','#12fe08','#0068fd','#e20c01','#04aefe','#650000','#fe84fe','#029c03','#7507d9'
31,17.5649294903,'#ffffff','#117bfe','#7a0202','#feba43','#530162','#fe7bfe','#060ffe','#f9019e','#0b9199','#c809fd','#030198','#b38b05','#7501cd','#1ffefe','#ff7874','#285698','#06fe01','#a5037a','#08bffd','#116400','#f6fe0f','#865c51','#00003c','#d7bddb','#00393b','#a474c1','#000000','#039e01','#dc0404','#330000','#70cd7f'
32,17.2202045741,'#ffffff','#077cfe','#f7001a','#0ed18a','#220000','#825ea7','#000000','#17c0ff','#013101','#a69a9a','#5d0035','#b484fe','#01004b','#946f02','#14fefe','#a30801','#01fe07','#66009b','#fd850a','#0000a7','#fe6fa8','#244a69','#fe10fe','#028588','#fdfe01','#4b00fe','#f7bafc','#019c00','#a501f3','#0d6400','#dbcf8c','#d00193'
33,17.0975484549,'#ffffff','#6105b9','#f76600','#0075fc','#6b1d00','#32fe01','#a704fe','#019f00','#91016a','#0dd38d','#e5018a','#016607','#feb800','#105692','#d0c3fe','#460258','#fe7db7','#000097','#ac82fe','#003731','#fe0bfc','#008f93','#000000','#c01c03','#0ab8fc','#00003e','#966591','#f8fe01','#927100','#3cfefe','#0002fd','#2d0000','#afa38a'
34,16.9148464212,'#ffffff','#a977fe','#734401','#79ffc3','#8d0253','#06c7ad','#4f000b','#fd7301','#18a8fe','#16fd02','#004973','#fe9af9','#023b02','#b695a3','#0001d7','#fe2bfe','#570196','#a7d1fe','#be02af','#b1c400','#755da1','#001218','#038c8e','#000000','#cb2100','#8701fb','#11a707','#000071','#fe3d88','#0565fe','#ffbf91','#036f00','#fffd0f','#9c7b02'
35,16.7690929201,'#ffffff','#078e90','#000000','#b399a1','#500300','#fd5196','#00ab01','#89014f','#0caafd','#001200','#fe9df9','#000199','#ab79fe','#200143','#077300','#00fe03','#8d6083','#80fec2','#3f69d9','#ffc291','#bf00a8','#a6d3fe','#d10800','#0300fc','#744500','#9203fe','#997d01','#fe25fe','#fefe07','#0c5178','#b2c602','#00400c','#02c9ac','#6201a1','#fd7701'
36,16.5243310157,'#ffffff','#008c89','#000047','#fe69a6','#04e004','#6500bf','#94d9fe','#dc0001','#0baaf9','#021800','#ad9ca5','#01019e','#9a7b13','#0308fe','#fec294','#764400','#feafff','#09423f','#fe19fc','#b7b402','#470061','#02c6a4','#900252','#02a200','#cf009b','#036b01','#aa13fe','#71feb6','#0059a1','#fd7b00','#5468fd','#500100','#bb7ffc','#000000','#fefd01','#8b618d'
37,16.3852569174,'#ffffff','#6504c5','#ef8400','#0057a3','#fc000c','#00009c','#b9cb01','#b784fd','#00fe09','#d9008d','#00caa0','#630001','#a79da1','#0003fe','#003503','#feb1fe','#8c0072','#00a7fc','#220000','#9061a1','#000043','#02a401','#fe70a0','#44005c','#83ffbc','#5764fe','#ab1201','#8ed6fe','#ad08fe','#92760c','#fe32fb','#5f4f48','#fec395','#036e02','#fefd06','#008b8c','#000000'
