Number of Colors,Delta E,Colors
0,0,
2,98.2991350469,'#ffffff','#0a0406'
3,65.3416795398,'#ffffff','#165e34','#ad0e6f'
4,60.4625773256,'#ffffff','#090b22','#cb1a32','#0c6f39'
5,54.2239809676,'#ffffff','#26080a','#1f853f','#1f6dab','#d34e22'
6,49.0269425411,'#ffffff','#8e1972','#5fa535','#08110b','#d45918','#207d98'
7,45.7918733717,'#ffffff','#0f4928','#9b2377','#87b32c','#0a0a1f','#d45817','#1f87b0'
8,43.2690831962,'#ffffff','#671418','#258faa','#de8119','#0f367e','#399d3d','#ca739d','#08351e'
9,41.3357339971,'#ffffff','#06291b','#e0d82d','#bb739f','#23873d','#183175','#d86317','#2696b4','#601017'
10,39.169186149,'#ffffff','#0a371e','#d983a7','#eadf35','#299fb6','#7c1b2d','#1f973e','#3a5294','#cf6d17','#0d091d'
11,36.7232056268,'#ffffff','#d35319','#0e4a47','#db8cad','#eae047','#0a0d25','#4aaaa8','#821f68','#737d2f','#1f72b0','#4e2613'
12,35.2241525793,'#ffffff','#41050b','#4dabb3','#be154c','#0b1f0f','#e39875','#0e536b','#eade33','#a28cb6','#409c39','#582474','#6a5326'
13,33.8853344967,'#ffffff','#6f5927','#090c22','#c8285b','#092816','#eade32','#14576e','#e49d79','#530c10','#a08fb9','#45a03a','#602b7d','#55aeb3'
14,32.7911633672,'#ffffff','#0f1633','#755c27','#841c71','#0f665c','#e5a17d','#0f1e0e','#c91536','#eadf35','#5cafc8','#4c100e','#bb8fb5','#4ba037','#185f94'
15,31.7942563234,'#ffffff','#1f8b9f','#0c2311','#144685','#ebdd33','#625754','#8bbe96','#a08db7','#bd1e22','#090c22','#9f1370','#e59e90','#0c6c39','#49080c','#997e28'
16,30.7197358121,'#ffffff','#061626','#af155d','#eadf3d','#635145','#71b7d4','#092c17','#8476a9','#92c19b','#d1431b','#472773','#9d8427','#146679','#40050a','#e49fa7','#10733b'
17,29.4579413636,'#ffffff','#7071a7','#0d2110','#3f2771','#959083','#0a091c','#e4a5be','#5da437','#0a485d','#f0e78f','#5e4620','#73b7d5','#b3136f','#df8b1a','#550d1d','#126649','#cb241e'
18,28.9173339583,'#ffffff','#0f4928','#c81a20','#2c2973','#1a8481','#36051a','#e5a8c1','#4f3317','#7dbbdc','#af2577','#787c2f','#07140d','#9cc59f','#0a4556','#e39354','#5d70a7','#eade33','#89726e'
19,28.3648657307,'#ffffff','#19200e','#ca201f','#081529','#e09319','#7074a9','#165b32','#dc8cac','#32a38c','#380509','#106779','#f1ea9a','#5a494d','#7da02f','#ae106e','#79bad9','#785e27','#3f297a','#ada396'
20,27.6235815698,'#ffffff','#d15619','#93b7d8','#136f38','#911f32','#15858d','#eade32','#9d548f','#0e1f0e','#312a79','#95c3a4','#084352','#eab790','#1f6dab','#594720','#e5a8c1','#351109','#928f29','#090d23','#8a7c79'
21,26.9674810586,'#ffffff','#8c1e31','#92c3b1','#ce5b8a','#f3eba2','#614520','#269fc2','#051211','#85817b','#38061b','#d09618','#5369a2','#d34c1a','#0e3c21','#bcaecd','#142e56','#e8a999','#175a67','#74ac32','#7b1f74','#1d7f5c'
22,26.6023335995,'#ffffff','#674e23','#322870','#8c8780','#390609','#19923d','#d67686','#126674','#ecb897','#141b0c','#d45c17','#61b0c1','#a02376','#12502d','#bbb0cf','#921f26','#eade32','#50434a','#adcda4','#090b21','#a18e23','#516aa2'
23,26.357553181,'#ffffff','#136b8b','#9e8f25','#e4b1c8','#5e5126','#eadf35','#822b21','#93bad9','#d15f17','#103c83','#259d9b','#340708','#198d3e','#8970a4','#0a1028','#8c8581','#0a1d0f','#ebb894','#463e43','#accda5','#d0556d','#16594c','#82205d'
24,25.7873763012,'#ffffff','#0b0d25','#1c8957','#ebb3a2','#0c3c49','#bea0c1','#14180d','#91886b','#911872','#0e4727','#3a72ac','#5c4420','#95c4b1','#37050b','#d3541c','#1e7b87','#d05775','#f3eba7','#8a1e24','#74b7d9','#e29d1b','#13357c','#86b02d','#6e5c64'
25,25.2297926521,'#ffffff','#18438b','#5a5a2a','#907aaa','#eadf38','#d05679','#092b17','#e9b5cb','#440e28','#918c81','#090405','#32a5a5','#8d1971','#ecbd9a','#1d7396','#422712','#1b8f3f','#0d3444','#a69122','#9ebedb','#d76324','#136259','#942025','#a8ca9f','#635058'
26,24.684503644,'#ffffff','#1d7bb2','#903624','#a7ccac','#635358','#eadf38','#412b14','#efc49d','#165e68','#d8756c','#103f6c','#eab8cc','#160f27','#9c958f','#061811','#29a0a6','#570f25','#208252','#6c2072','#6c643a','#a1bfdc','#104425','#be1261','#889e2c','#9d72a3','#c47c19'
