Number of Colors,Delta E,Colors
0,0,
2,88.0068514994,'#ffffff','#0a0406'
3,45.4643987438,'#ffffff','#0a0406','#c81821'
4,36.8272375979,'#ffffff','#901872','#0a0406','#3e9d39'
5,31.5238632227,'#ffffff','#13478d','#4da037','#0a0406','#ca162f'
6,27.8093152236,'#ffffff','#124f2d','#e0921a','#aa126e','#0a0406','#2b90c6'
7,25.8371588572,'#ffffff','#96202c','#a9c023','#13347a','#d77fa4','#0a0406','#1b7b3c'
8,23.8020119889,'#ffffff','#881d23','#2fa5cf','#153278','#d77068','#0a0406','#0f733b','#b7c525'
9,22.7040966016,'#ffffff','#d7661a','#0a0406','#1d65a4','#c1c927','#4a3318','#6db6d8','#a1136e','#19923d'
10,21.4069989487,'#ffffff','#2272b0','#cccf28','#bd106e','#22983d','#552472','#d47513','#0a0406','#7abbd2','#12512d'
11,20.8714830697,'#ffffff','#db7916','#6e161b','#4ea138','#c51464','#80bcdd','#183176','#d5d227','#6e6da5','#0a0406','#166034'
12,19.4038422642,'#ffffff','#77181e','#2c9a3d','#c5166f','#2aa3cd','#165a31','#e4a4bd','#1d2a5d','#c2701b','#0a0406','#655a97','#c6cc28'
13,18.9374094585,'#ffffff','#675a28','#91c4c1','#c91821','#1c2e70','#b276a3','#eade33','#530c10','#3b9c3e','#821e74','#e08f1c','#1e6baa','#0a0406'
14,18.1347302179,'#ffffff','#bd1d22','#81b12d','#175f9f','#e2acc6','#1e7f43','#eade33','#a36b9d','#0a0406','#7d1f74','#dc7b15','#1f295b','#2da4cd','#5f421f'
15,17.8459874825,'#ffffff','#82b22f','#104b2a','#e7acc4','#c01d22','#0a0406','#737533','#eadf3d','#41a7cb','#821c73','#dc7c18','#1567a1','#4e090f','#a76c9e','#25296e'
16,16.6072040853,'#ffffff','#7e1e73','#128e6b','#0a0406','#a370a2','#490714','#eab0b5','#835626','#ebe152','#1a63a2','#da7514','#222b6d','#90b32b','#0e4727','#c91546','#5dafd5'
17,16.134994475,'#ffffff','#7f4724','#9ac9e4','#742072','#e6a66f','#470a21','#7eaf2f','#c1176e','#17773a','#eadf37','#49619e','#0a0406','#cd5c18','#0e4224','#b07eaa','#1a2f71','#269ea2'
18,15.7373811523,'#ffffff','#8d6b9f','#ede360','#1e295c','#c45d20','#4b080f','#6ca935','#124827','#9ccbe3','#1b7b45','#be1168','#269fae','#701f73','#e49e1a','#7e3b21','#0a0406','#175897','#de8ca9'
19,15.1989671469,'#ffffff','#8f5792','#45060c','#238da7','#0a0406','#8b6727','#eade32','#19923d','#891f24','#7dbbdb','#1a582f','#d78418','#622274','#eebd9f','#165697','#93b82b','#ce3442','#0e3054','#d77ba2'
20,14.7348582166,'#ffffff','#d4709a','#580e12','#a17f52','#0a0406','#7f649c','#ede363','#1f7666','#ebb7cd','#ac0f6e','#0f4928','#2a94c8','#cf351c','#182650','#419d39','#642272','#e3a11c','#154e93','#84bb9e','#7d4724'
21,14.3933676676,'#ffffff','#0f6f69','#eade32','#d5739c','#0e4526','#d1421b','#2a8bc3','#580f12','#80bddc','#b3106d','#161f40','#918975','#0a0406','#e08a1b','#69236b','#1a953d','#13438a','#90ba61','#834929','#eebea5','#795b97'
22,13.9694414534,'#ffffff','#a71370','#94c7e1','#107165','#ebb688','#612272','#929e87','#7e1c20','#26983c','#192752','#cc271f','#134d92','#ce6f9a','#394121','#db7916','#0a0406','#916727','#eade33','#7e628f','#99b926','#41060a','#2a8bc3'
23,13.6720002229,'#ffffff','#791b20','#1f963d','#1a2651','#a9126c','#e39fba','#2e4222','#c76191','#400509','#68b2d6','#134a8e','#bbd5b3','#8b5a26','#eade32','#2282bd','#ce301e','#95b82d','#7a5a8b','#0a0406','#928f7d','#622273','#e18d25','#0e7163'
24,13.3165787467,'#ffffff','#15587e','#d6811b','#464320','#c198ba','#4c0b22','#2787c0','#0b2513','#aad1e7','#841e21','#60b0a3','#612273','#3e9c39','#a3126e','#ebb882','#7e5c97','#a2ba28','#cd5489','#eadf37','#b84621','#1a2b5c','#898064','#0a0406','#10723a'
25,13.0496565081,'#ffffff','#7a5874','#eadf35','#9386b2','#4a0a1e','#8d742a','#092514','#d97029','#464439','#e7ad5a','#1c8094','#c61f21','#5daf9f','#1f285a','#cc5589','#22983e','#622274','#e29cb8','#164d92','#91b72a','#861c23','#abd2e4','#a4136f','#106d39','#0a0406'
26,12.7262028032,'#ffffff','#937d6d','#1d2858','#bb1d22','#2da190','#5e2475','#c48cb1','#082f18','#cc4b82','#7cad2f','#390517','#d8621a','#164a90','#79b8da','#16574a','#eadf35','#2f7e3b','#a0146e','#e39d1c','#1f7eb7','#6f1626','#aeca92','#7c5025','#edc0d2','#0a0406','#795793'
27,12.5741684294,'#ffffff','#977e7d','#092816','#d6642b','#5e2372','#0a0406','#7cb899','#3f443b','#e9b079','#1e2858','#229842','#a0146e','#239dcc','#bb1d22','#b0d5e9','#1f7891','#45091d','#106d38','#c29cbe','#7d1b29','#a79422','#154a90','#ca4e86','#b3c324','#765492','#efe684','#825726'
28,12.5032030983,'#ffffff','#2aa2ce','#d65c29','#99c9e4','#9a1570','#e2961e','#765783','#a1bc29','#755125','#e299b4','#144d92','#cb4782','#12753b','#eade32','#125047','#f1caa0','#711729','#449e38','#b22125','#0a2b16','#98a789','#5b2475','#937b28','#1a2959','#9d80ae','#0a0406','#1f7d94','#3a061b'
29,12.0593234101,'#ffffff','#8e1e24','#e6aac2','#503c86','#5fac8c','#ca1922','#2a96c8','#55411f','#a78bb4','#070a1a','#678179','#390708','#cc5186','#9fbc26','#1b2b5a','#d76a3c','#5a1d44','#88c0de','#995b27','#eade32','#0b6a3e','#e4a453','#1f6aa8','#ccd8ae','#885a95','#09301b','#a28d24','#a5136e','#1f913c'
30,12.0428788081,'#ffffff','#c79615','#7f1d71','#25853c','#ecb88d','#7f6228','#0a0406','#45a8d0','#79191f','#8abd99','#5e4b62','#bea3c3','#3c050a','#9b8a7a','#4c204e','#168794','#f0e789','#3e371a','#d55e1b','#12347c','#68a734','#175f9f','#b9c526','#ac3225','#0b2138','#81659c','#b7d6ea','#b62e7a','#136041','#d36a90'
31,11.8232189035,'#ffffff','#92b628','#1e6baa','#0a0406','#9d8a28','#2f3f88','#d9682a','#2e95c8','#0d4a4a','#cd5388','#b8d099','#9e5c54','#eadf33','#8f2028','#c99891','#360512','#794a8c','#0a2816','#598175','#edc0d2','#625a28','#e5a423','#64235d','#1c943c','#572a16','#937aa9','#212550','#ca1727','#8bbfdc','#aa126e','#5dac8f'
32,11.7448316239,'#ffffff','#269a91','#972325','#59a438','#1b2752','#9285b1','#124b29','#a2ac87','#572471','#967e28','#14438a','#d8a0bd','#136670','#b5d7ea','#0a2514','#d4571c','#39061a','#227f3c','#941872','#62b1d5','#c81858','#207ab6','#efc390','#6e5827','#0a0406','#9d5e66','#eadf3d','#d16793','#aabf23','#5c2b19','#e0901e','#695292'
33,11.4457106773,'#ffffff','#9272a5','#360609','#ca1921','#1d81bb','#0a0406','#cf567f','#074e69','#c0c928','#5b7670','#b8d9eb','#5b5394','#76a632','#b1106e','#d49c1c','#782077','#dd8eae','#156334','#8fc098','#0c3920','#2ba092','#3c2675','#d66520','#5c183a','#a18d6f','#161f41','#1f893d','#edba97','#5e401e','#8aa3ca','#901f31','#f0e890','#965926'
34,11.1262738542,'#ffffff','#7c3c84','#208b3d','#1c244c','#e49b1c','#2a8bc3','#5c2b17','#eee57a','#4e505e','#df8e8e','#582358','#9dcbe4','#835626','#f0c7ae','#587a75','#b8c525','#936b9f','#071f0f','#958128','#0a0406','#ca1920','#2663a2','#d6671c','#0e3c84','#d0577f','#70aa32','#b20f6e','#116638','#a7b58b','#0c412c','#30a491','#3b0415','#9d9cc3','#911f2f'
35,11.2367907364,'#ffffff','#628679','#3a0618','#19743a','#c32072','#175e6b','#db711a','#5f498d','#e39990','#655125','#bad098','#114526','#a395bc','#1c244c','#e5a822','#56255d','#249ac4','#cf321c','#2170ae','#651e17','#6cb090','#8c1971','#8cc3e0','#9d6337','#eec9da','#0a0406','#25993e','#9a242a','#96b927','#916796','#eade32','#0c2110','#9d8e27','#0f3b84','#d2668f'
